salario_medio,herramienta,valor_booleano
46500.0,05 - base de datos,1
36000.0,05 - base de datos,1
31500.0,05 - base de datos,1
39000.0,05 - base de datos,1
31500.0,05 - base de datos,1
40500.0,05 - base de datos,1
33000.0,05 - base de datos,1
34500.0,05 - base de datos,1
36000.0,05 - base de datos,1
39000.0,05 - base de datos,1
31500.0,05 - base de datos,1
46500.0,05 - base de datos,1
43500.0,05 - base de datos,1
37500.0,05 - base de datos,1
34500.0,05 - base de datos,1
42000.0,05 - base de datos,1
31500.0,05 - base de datos,1
39000.0,05 - base de datos,1
34500.0,05 - base de datos,1
46500.0,05 - base de datos,1
45000.0,05 - base de datos,1
34500.0,05 - base de datos,1
33000.0,05 - base de datos,1
42000.0,05 - base de datos,1
40500.0,05 - base de datos,1
39000.0,05 - base de datos,1
31500.0,05 - base de datos,1
39000.0,05 - base de datos,1
43500.0,05 - base de datos,1
30000.0,05 - base de datos,1
27000.0,05 - base de datos,1
30000.0,05 - base de datos,1
46500.0,05 - base de datos,1
39000.0,05 - base de datos,1
46500.0,05 - base de datos,1
25500.0,05 - base de datos,1
37500.0,05 - base de datos,1
31500.0,05 - base de datos,1
24000.0,05 - base de datos,1
28500.0,05 - base de datos,1
60000.0,05 - base de datos,1
48000.0,05 - base de datos,1
36000.0,05 - base de datos,1
37500.0,05 - base de datos,1
25500.0,05 - base de datos,1
30000.0,05 - base de datos,1
24000.0,05 - base de datos,1
37500.0,05 - base de datos,1
33000.0,05 - base de datos,1
42000.0,05 - base de datos,1
30000.0,05 - base de datos,1
36000.0,05 - base de datos,1
51000.0,05 - base de datos,1
24000.0,05 - base de datos,1
30000.0,05 - base de datos,1
40500.0,05 - base de datos,1
42000.0,05 - base de datos,1
49500.0,05 - base de datos,1
49500.0,05 - base de datos,1
30000.0,05 - base de datos,1
34500.0,05 - base de datos,1
31500.0,05 - base de datos,1
27000.0,05 - base de datos,1
36000.0,05 - base de datos,1
34500.0,05 - base de datos,1
37500.0,05 - base de datos,1
40500.0,05 - base de datos,1
31500.0,05 - base de datos,1
36000.0,05 - base de datos,1
25500.0,05 - base de datos,1
34500.0,05 - base de datos,1
40500.0,05 - base de datos,1
49500.0,05 - base de datos,1
25500.0,05 - base de datos,1
34500.0,05 - base de datos,1
49500.0,05 - base de datos,1
40500.0,05 - base de datos,1
43500.0,05 - base de datos,1
34500.0,05 - base de datos,1
30500.0,05 - base de datos,1
22500.0,05 - base de datos,1
37500.0,05 - base de datos,1
36000.0,05 - base de datos,1
28500.0,05 - base de datos,1
31500.0,05 - base de datos,1
39000.0,05 - base de datos,1
37500.0,05 - base de datos,1
37500.0,05 - base de datos,1
32000.0,05 - base de datos,1
32000.0,05 - base de datos,1
37500.0,05 - base de datos,1
31500.0,05 - base de datos,1
23000.0,05 - base de datos,1
18000.0,05 - base de datos,1
22000.0,05 - base de datos,1
33000.0,05 - base de datos,1
21500.0,05 - base de datos,1
43500.0,05 - base de datos,1
35000.0,05 - base de datos,1
55000.0,05 - base de datos,1
30500.0,05 - base de datos,1
39500.0,05 - base de datos,1
30500.0,05 - base de datos,1
35000.0,05 - base de datos,1
26500.0,05 - base de datos,1
30000.0,05 - base de datos,1
45500.0,05 - base de datos,1
25200.0,05 - base de datos,1
36500.0,05 - base de datos,1
37500.0,05 - base de datos,1
45000.0,05 - base de datos,1
46500.0,05 - base de datos,1
51000.0,05 - base de datos,1
27500.0,05 - base de datos,1
29000.0,05 - base de datos,1
27500.0,05 - base de datos,1
27500.0,05 - base de datos,1
29000.0,05 - base de datos,1
18000.0,05 - base de datos,1
19500.0,05 - base de datos,1
24000.0,05 - base de datos,1
18000.0,05 - base de datos,1
26000.0,05 - base de datos,1
33000.0,05 - base de datos,1
20000.0,05 - base de datos,1
38000.0,05 - base de datos,1
44500.0,05 - base de datos,1
30500.0,05 - base de datos,1
26000.0,05 - base de datos,1
30500.0,05 - base de datos,1
36500.0,05 - base de datos,1
43500.0,05 - base de datos,1
35000.0,05 - base de datos,1
21000.0,05 - base de datos,1
38000.0,05 - base de datos,1
30000.0,05 - base de datos,1
30500.0,05 - base de datos,1
44000.0,05 - base de datos,1
34500.0,05 - base de datos,1
26000.0,05 - base de datos,1
34500.0,05 - base de datos,1
30000.0,05 - base de datos,1
28000.0,05 - base de datos,1
23000.0,05 - base de datos,1
35000.0,05 - base de datos,1
39000.0,05 - base de datos,1
33500.0,05 - base de datos,1
18000.0,05 - base de datos,1
21000.0,05 - base de datos,1
21500.0,05 - base de datos,1
31500.0,05 - base de datos,1
34500.0,05 - base de datos,1
56000.0,05 - base de datos,1
42000.0,05 - base de datos,1
26000.0,05 - base de datos,1
24500.0,05 - base de datos,1
30000.0,05 - base de datos,1
42500.0,05 - base de datos,1
41500.0,05 - base de datos,1
44500.0,05 - base de datos,1
34500.0,05 - base de datos,1
38000.0,05 - base de datos,1
38500.0,05 - base de datos,1
24000.0,05 - base de datos,1
51000.0,05 - base de datos,1
39000.0,05 - base de datos,1
24000.0,05 - base de datos,1
27000.0,05 - base de datos,1
35000.0,05 - base de datos,1
18000.0,05 - base de datos,1
34500.0,05 - base de datos,1
31500.0,05 - base de datos,1
25500.0,05 - base de datos,1
45000.0,05 - base de datos,1
33000.0,05 - base de datos,1
31500.0,05 - base de datos,1
23000.0,05 - base de datos,1
31500.0,05 - base de datos,1
30500.0,05 - base de datos,1
40000.0,05 - base de datos,1
29000.0,05 - base de datos,1
23500.0,05 - base de datos,1
37500.0,05 - base de datos,1
33000.0,05 - base de datos,1
36500.0,05 - base de datos,1
43500.0,05 - base de datos,1
29000.0,05 - base de datos,1
26400.0,05 - base de datos,1
36000.0,05 - base de datos,1
26500.0,05 - base de datos,1
29000.0,05 - base de datos,1
28000.0,05 - base de datos,1
29000.0,05 - base de datos,1
27500.0,05 - base de datos,1
44000.0,05 - base de datos,1
27000.5,05 - base de datos,1
45000.0,05 - base de datos,1
30500.0,05 - base de datos,1
27500.0,05 - base de datos,1
19000.0,05 - base de datos,1
42000.0,05 - base de datos,1
25000.0,05 - base de datos,1
32000.0,05 - base de datos,1
55000.0,05 - base de datos,1
46000.0,05 - base de datos,1
24000.0,05 - base de datos,1
44500.0,05 - base de datos,1
23000.0,05 - base de datos,1
38000.0,05 - base de datos,1
42500.0,05 - base de datos,1
25500.0,05 - base de datos,1
29000.0,05 - base de datos,1
27500.0,05 - base de datos,1
25000.0,05 - base de datos,1
35000.0,05 - base de datos,1
35000.0,05 - base de datos,1
36000.0,05 - base de datos,1
31200.0,05 - base de datos,1
35000.0,05 - base de datos,1
37500.0,05 - base de datos,1
31200.0,05 - base de datos,1
48000.0,05 - base de datos,1
28000.0,05 - base de datos,1
22500.0,05 - base de datos,1
26000.0,05 - base de datos,1
32500.0,05 - base de datos,1
48000.0,05 - base de datos,1
31300.0,05 - base de datos,1
26000.0,05 - base de datos,1
26000.0,05 - base de datos,1
21000.0,05 - base de datos,1
40000.0,05 - base de datos,1
24000.0,05 - base de datos,1
27500.0,05 - base de datos,1
27000.5,05 - base de datos,1
46500.0,05 - base de datos,1
15000.0,05 - base de datos,1
48000.0,05 - base de datos,1
40000.0,05 - base de datos,1
26250.0,05 - base de datos,1
25000.0,05 - base de datos,1
36000.0,05 - base de datos,1
24000.0,05 - base de datos,1
24000.0,05 - base de datos,1
24000.0,05 - base de datos,1
35000.0,05 - base de datos,1
27000.0,05 - base de datos,1
19000.0,05 - base de datos,1
35000.0,05 - base de datos,1
31000.0,05 - base de datos,1
37000.0,05 - base de datos,1
55000.0,05 - base de datos,1
25000.0,05 - base de datos,1
26000.0,05 - base de datos,1
20000.0,05 - base de datos,1
45000.0,05 - base de datos,1
25000.0,05 - base de datos,1
20000.0,05 - base de datos,1
21600.0,05 - base de datos,1
35000.0,05 - base de datos,1
15000.0,05 - base de datos,1
22500.0,05 - base de datos,1
27000.5,05 - base de datos,1
33000.0,05 - base de datos,1
34000.0,05 - base de datos,1
47500.0,05 - base de datos,1
59999.5,05 - base de datos,1
13000.0,05 - base de datos,1
45000.0,05 - base de datos,1
35000.0,05 - base de datos,1
52500.0,05 - base de datos,1
27499.5,05 - base de datos,1
45000.0,05 - base de datos,1
43000.0,05 - base de datos,1
27000.0,05 - base de datos,1
31500.0,05 - base de datos,1
27000.0,05 - base de datos,1
29500.0,05 - base de datos,1
23000.0,05 - base de datos,1
35000.0,05 - base de datos,1
28500.0,05 - base de datos,1
34500.0,05 - base de datos,1
25000.0,05 - base de datos,1
19500.0,05 - base de datos,1
25500.0,05 - base de datos,1
21000.0,05 - base de datos,1
32500.0,05 - base de datos,1
11500.0,05 - base de datos,1
30000.0,05 - base de datos,1
32500.0,05 - base de datos,1
45000.0,05 - base de datos,1
35000.0,05 - base de datos,1
26000.0,05 - base de datos,1
31200.0,05 - base de datos,1
27000.0,05 - base de datos,1
27500.0,05 - base de datos,1
31200.0,05 - base de datos,1
26000.0,05 - base de datos,1
40500.0,05 - base de datos,1
45000.0,05 - base de datos,1
30500.0,05 - base de datos,1
21000.0,05 - base de datos,1
22500.0,05 - base de datos,1
28500.0,05 - base de datos,1
43500.0,05 - base de datos,1
37500.0,05 - base de datos,1
23000.0,05 - base de datos,1
32500.0,05 - base de datos,1
26400.0,05 - base de datos,1
38000.0,05 - base de datos,1
22000.0,05 - base de datos,1
27500.0,05 - base de datos,1
37000.0,05 - base de datos,1
32500.0,05 - base de datos,1
40500.0,05 - base de datos,1
42500.0,05 - base de datos,1
50000.0,05 - base de datos,1
45000.0,05 - base de datos,1
52500.0,05 - base de datos,1
37500.0,05 - base de datos,1
18000.0,05 - base de datos,1
21000.0,05 - base de datos,1
39000.0,05 - base de datos,1
38000.0,05 - base de datos,1
36500.0,05 - base de datos,1
27500.0,05 - base de datos,1
37500.0,05 - base de datos,1
42500.0,05 - base de datos,1
22500.0,05 - base de datos,1
35000.0,05 - base de datos,1
30000.0,05 - base de datos,1
36000.0,05 - base de datos,1
29000.0,05 - base de datos,1
24500.0,05 - base de datos,1
47500.0,05 - base de datos,1
45000.0,05 - base de datos,1
48000.0,05 - base de datos,1
31500.0,05 - base de datos,1
37500.0,05 - base de datos,1
43000.0,05 - base de datos,1
51000.0,05 - base de datos,1
34500.0,05 - base de datos,1
39000.0,05 - base de datos,1
60000.0,05 - base de datos,1
49000.0,05 - base de datos,1
34500.0,05 - base de datos,1
35000.0,05 - base de datos,1
22500.0,05 - base de datos,1
22500.0,05 - base de datos,1
30000.0,05 - base de datos,1
39000.0,05 - base de datos,1
22000.0,05 - base de datos,1
32500.0,05 - base de datos,1
33000.0,05 - base de datos,1
33000.0,05 - base de datos,1
33000.0,05 - base de datos,1
33000.0,05 - base de datos,1
33000.0,05 - base de datos,1
27000.0,05 - base de datos,1
45500.0,05 - base de datos,1
39000.0,05 - base de datos,1
33000.0,05 - base de datos,1
45000.0,05 - base de datos,1
39000.0,05 - base de datos,1
39000.0,05 - base de datos,1
27000.0,05 - base de datos,1
39000.0,05 - base de datos,1
39000.0,05 - base de datos,1
33000.0,05 - base de datos,1
27000.0,05 - base de datos,1
45000.0,05 - base de datos,1
21000.0,05 - base de datos,1
39000.0,05 - base de datos,1
33000.0,05 - base de datos,1
45000.0,05 - base de datos,1
27000.0,05 - base de datos,1
45000.0,05 - base de datos,1
35000.0,10 - git,1
49500.0,10 - git,1
27500.0,10 - git,1
40000.0,10 - git,1
49000.0,10 - git,1
30000.0,10 - git,1
46500.0,10 - git,1
42000.0,10 - git,1
52500.0,10 - git,1
52500.0,10 - git,1
37500.0,10 - git,1
40500.0,10 - git,1
33000.0,10 - git,1
46500.0,10 - git,1
45000.0,10 - git,1
39000.0,10 - git,1
49500.0,10 - git,1
37500.0,10 - git,1
33000.0,10 - git,1
30000.0,10 - git,1
55500.0,10 - git,1
51000.0,10 - git,1
43500.0,10 - git,1
36000.0,10 - git,1
37500.0,10 - git,1
22500.0,10 - git,1
54000.0,10 - git,1
36000.0,10 - git,1
27000.0,10 - git,1
52500.0,10 - git,1
27000.0,10 - git,1
52500.0,10 - git,1
37500.0,10 - git,1
49500.0,10 - git,1
55500.0,10 - git,1
52500.0,10 - git,1
58500.0,10 - git,1
27000.0,10 - git,1
36000.0,10 - git,1
57000.0,10 - git,1
39000.0,10 - git,1
39000.0,10 - git,1
27000.0,10 - git,1
39000.0,10 - git,1
40500.0,10 - git,1
28500.0,10 - git,1
39000.0,10 - git,1
52500.0,10 - git,1
43500.0,10 - git,1
54000.0,10 - git,1
49500.0,10 - git,1
39000.0,10 - git,1
33000.0,10 - git,1
24000.0,10 - git,1
34500.0,10 - git,1
54000.0,10 - git,1
60000.0,10 - git,1
31500.0,10 - git,1
54000.0,10 - git,1
34500.0,10 - git,1
39000.0,10 - git,1
58500.0,10 - git,1
37500.0,10 - git,1
37500.0,10 - git,1
39000.0,10 - git,1
40500.0,10 - git,1
34500.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
42000.0,10 - git,1
33000.0,10 - git,1
34500.0,10 - git,1
49500.0,10 - git,1
31500.0,10 - git,1
40500.0,10 - git,1
33000.0,10 - git,1
31500.0,10 - git,1
22500.0,10 - git,1
36000.0,10 - git,1
36000.0,10 - git,1
43500.0,10 - git,1
46500.0,10 - git,1
28500.0,10 - git,1
25500.0,10 - git,1
33000.0,10 - git,1
28500.0,10 - git,1
40500.0,10 - git,1
39000.0,10 - git,1
36000.0,10 - git,1
33000.0,10 - git,1
30000.0,10 - git,1
27000.0,10 - git,1
39000.0,10 - git,1
42000.0,10 - git,1
37500.0,10 - git,1
39000.0,10 - git,1
34500.0,10 - git,1
48000.0,10 - git,1
43500.0,10 - git,1
42000.0,10 - git,1
46500.0,10 - git,1
27000.0,10 - git,1
39000.0,10 - git,1
31500.0,10 - git,1
26000.0,10 - git,1
55500.0,10 - git,1
37500.0,10 - git,1
40500.0,10 - git,1
49500.0,10 - git,1
39000.0,10 - git,1
42000.0,10 - git,1
43500.0,10 - git,1
30000.0,10 - git,1
54000.0,10 - git,1
58500.0,10 - git,1
25500.0,10 - git,1
34500.0,10 - git,1
40500.0,10 - git,1
37500.0,10 - git,1
46500.0,10 - git,1
37500.0,10 - git,1
40500.0,10 - git,1
25500.0,10 - git,1
28500.0,10 - git,1
54000.0,10 - git,1
57000.0,10 - git,1
54000.0,10 - git,1
21000.0,10 - git,1
54000.0,10 - git,1
36000.0,10 - git,1
34500.0,10 - git,1
30500.0,10 - git,1
31500.0,10 - git,1
39000.0,10 - git,1
25500.0,10 - git,1
37500.0,10 - git,1
34500.0,10 - git,1
33500.0,10 - git,1
38000.0,10 - git,1
33000.0,10 - git,1
43500.0,10 - git,1
62000.0,10 - git,1
62000.0,10 - git,1
26500.0,10 - git,1
39000.0,10 - git,1
45500.0,10 - git,1
29000.0,10 - git,1
38000.0,10 - git,1
33000.0,10 - git,1
59000.0,10 - git,1
43500.0,10 - git,1
27500.0,10 - git,1
42500.0,10 - git,1
30000.0,10 - git,1
29000.0,10 - git,1
35000.0,10 - git,1
41500.0,10 - git,1
38000.0,10 - git,1
38000.0,10 - git,1
43500.0,10 - git,1
26000.0,10 - git,1
35000.0,10 - git,1
33000.0,10 - git,1
27000.0,10 - git,1
37500.0,10 - git,1
28500.0,10 - git,1
20500.0,10 - git,1
27000.0,10 - git,1
38000.0,10 - git,1
34500.0,10 - git,1
44000.0,10 - git,1
45000.0,10 - git,1
35000.0,10 - git,1
45000.0,10 - git,1
38000.0,10 - git,1
52000.0,10 - git,1
25500.0,10 - git,1
23000.0,10 - git,1
33500.0,10 - git,1
30000.0,10 - git,1
25000.0,10 - git,1
29500.0,10 - git,1
42500.0,10 - git,1
26000.0,10 - git,1
34500.0,10 - git,1
42000.0,10 - git,1
34500.0,10 - git,1
35000.0,10 - git,1
31000.0,10 - git,1
34500.0,10 - git,1
33000.0,10 - git,1
40000.0,10 - git,1
51000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
41500.0,10 - git,1
34500.0,10 - git,1
40000.0,10 - git,1
41500.0,10 - git,1
40000.0,10 - git,1
36500.0,10 - git,1
25500.0,10 - git,1
33000.0,10 - git,1
45000.0,10 - git,1
40500.0,10 - git,1
31500.0,10 - git,1
31500.0,10 - git,1
29500.0,10 - git,1
30500.0,10 - git,1
40000.0,10 - git,1
41500.0,10 - git,1
33000.0,10 - git,1
45000.0,10 - git,1
35000.0,10 - git,1
34500.0,10 - git,1
36000.0,10 - git,1
24500.0,10 - git,1
24500.0,10 - git,1
33000.0,10 - git,1
37500.0,10 - git,1
29500.0,10 - git,1
28500.0,10 - git,1
36500.0,10 - git,1
27500.0,10 - git,1
44000.0,10 - git,1
34000.0,10 - git,1
34500.0,10 - git,1
41600.0,10 - git,1
45000.0,10 - git,1
30500.0,10 - git,1
27500.0,10 - git,1
40500.0,10 - git,1
19000.0,10 - git,1
33000.0,10 - git,1
10000.0,10 - git,1
33000.0,10 - git,1
42500.0,10 - git,1
51000.0,10 - git,1
29000.0,10 - git,1
27500.0,10 - git,1
39500.0,10 - git,1
25000.0,10 - git,1
43500.0,10 - git,1
39500.0,10 - git,1
10500.0,10 - git,1
48000.0,10 - git,1
28000.0,10 - git,1
42500.0,10 - git,1
51625.0,10 - git,1
51625.0,10 - git,1
28500.0,10 - git,1
14000.0,10 - git,1
39000.0,10 - git,1
10500.0,10 - git,1
23500.0,10 - git,1
13000.0,10 - git,1
48000.0,10 - git,1
28500.0,10 - git,1
23500.0,10 - git,1
31500.0,10 - git,1
23000.0,10 - git,1
42500.0,10 - git,1
50000.0,10 - git,1
45000.0,10 - git,1
24000.0,10 - git,1
24000.0,10 - git,1
34500.0,10 - git,1
27000.0,10 - git,1
19000.0,10 - git,1
35000.0,10 - git,1
55000.0,10 - git,1
20000.0,10 - git,1
18000.0,10 - git,1
20000.0,10 - git,1
39000.0,10 - git,1
34000.0,10 - git,1
35000.0,10 - git,1
35000.0,10 - git,1
52500.0,10 - git,1
27499.5,10 - git,1
57000.0,10 - git,1
57000.0,10 - git,1
46000.0,10 - git,1
49000.0,10 - git,1
27600.0,10 - git,1
27000.0,10 - git,1
23000.0,10 - git,1
18000.0,10 - git,1
40000.0,10 - git,1
22500.0,10 - git,1
35000.0,10 - git,1
28500.0,10 - git,1
26000.0,10 - git,1
27000.0,10 - git,1
32500.0,10 - git,1
42000.0,10 - git,1
27600.0,10 - git,1
27000.0,10 - git,1
27500.0,10 - git,1
55000.0,10 - git,1
36000.0,10 - git,1
30500.0,10 - git,1
22500.0,10 - git,1
10500.0,10 - git,1
35000.0,10 - git,1
39000.0,10 - git,1
40000.0,10 - git,1
27500.0,10 - git,1
32500.0,10 - git,1
27500.0,10 - git,1
22500.0,10 - git,1
19000.0,10 - git,1
38500.0,10 - git,1
36000.0,10 - git,1
35000.0,10 - git,1
36000.0,10 - git,1
26000.0,10 - git,1
60000.0,10 - git,1
27500.0,10 - git,1
47500.0,10 - git,1
50000.0,10 - git,1
47500.0,10 - git,1
34500.0,10 - git,1
48000.0,10 - git,1
31500.0,10 - git,1
37500.0,10 - git,1
42000.0,10 - git,1
51625.0,10 - git,1
50000.0,10 - git,1
20000.0,10 - git,1
13000.0,10 - git,1
52500.0,10 - git,1
22500.0,10 - git,1
19500.0,10 - git,1
62500.0,10 - git,1
37500.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
27000.0,10 - git,1
33000.0,10 - git,1
45000.0,10 - git,1
33000.0,10 - git,1
45000.0,10 - git,1
45000.0,10 - git,1
45000.0,10 - git,1
27000.0,10 - git,1
33000.0,10 - git,1
51000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
33000.0,10 - git,1
45000.0,06 - javascript,1
40000.0,06 - javascript,1
40000.0,06 - javascript,1
42500.0,06 - javascript,1
60000.0,06 - javascript,1
47500.0,06 - javascript,1
52500.0,06 - javascript,1
32500.0,06 - javascript,1
30000.0,06 - javascript,1
25500.0,06 - javascript,1
27000.0,06 - javascript,1
34500.0,06 - javascript,1
36000.0,06 - javascript,1
37500.0,06 - javascript,1
39000.0,06 - javascript,1
46500.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
51000.0,06 - javascript,1
25500.0,06 - javascript,1
36000.0,06 - javascript,1
37500.0,06 - javascript,1
34500.0,06 - javascript,1
25500.0,06 - javascript,1
36000.0,06 - javascript,1
39000.0,06 - javascript,1
39000.0,06 - javascript,1
39000.0,06 - javascript,1
37500.0,06 - javascript,1
27000.0,06 - javascript,1
34500.0,06 - javascript,1
42000.0,06 - javascript,1
27000.0,06 - javascript,1
39000.0,06 - javascript,1
37500.0,06 - javascript,1
55500.0,06 - javascript,1
36000.0,06 - javascript,1
58500.0,06 - javascript,1
54000.0,06 - javascript,1
27000.0,06 - javascript,1
43500.0,06 - javascript,1
28500.0,06 - javascript,1
48000.0,06 - javascript,1
51000.0,06 - javascript,1
43500.0,06 - javascript,1
18500.0,06 - javascript,1
36000.0,06 - javascript,1
36000.0,06 - javascript,1
36000.0,06 - javascript,1
24000.0,06 - javascript,1
31500.0,06 - javascript,1
54000.0,06 - javascript,1
39000.0,06 - javascript,1
37500.0,06 - javascript,1
37500.0,06 - javascript,1
37500.0,06 - javascript,1
37500.0,06 - javascript,1
30000.0,06 - javascript,1
39000.0,06 - javascript,1
36000.0,06 - javascript,1
49500.0,06 - javascript,1
37500.0,06 - javascript,1
31500.0,06 - javascript,1
40500.0,06 - javascript,1
34500.0,06 - javascript,1
39000.0,06 - javascript,1
51000.0,06 - javascript,1
25500.0,06 - javascript,1
22500.0,06 - javascript,1
36000.0,06 - javascript,1
24000.0,06 - javascript,1
34500.0,06 - javascript,1
27000.0,06 - javascript,1
28500.0,06 - javascript,1
25500.0,06 - javascript,1
33000.0,06 - javascript,1
40500.0,06 - javascript,1
33000.0,06 - javascript,1
51000.0,06 - javascript,1
33000.0,06 - javascript,1
36000.0,06 - javascript,1
39000.0,06 - javascript,1
31500.0,06 - javascript,1
33000.0,06 - javascript,1
33000.0,06 - javascript,1
25500.0,06 - javascript,1
30000.0,06 - javascript,1
52500.0,06 - javascript,1
25500.0,06 - javascript,1
30000.0,06 - javascript,1
55500.0,06 - javascript,1
42000.0,06 - javascript,1
31500.0,06 - javascript,1
37500.0,06 - javascript,1
31500.0,06 - javascript,1
30000.0,06 - javascript,1
49500.0,06 - javascript,1
25500.0,06 - javascript,1
40500.0,06 - javascript,1
36000.0,06 - javascript,1
49500.0,06 - javascript,1
31500.0,06 - javascript,1
36000.0,06 - javascript,1
27000.0,06 - javascript,1
42000.0,06 - javascript,1
30000.0,06 - javascript,1
52500.0,06 - javascript,1
37500.0,06 - javascript,1
37500.0,06 - javascript,1
34500.0,06 - javascript,1
42000.0,06 - javascript,1
25500.0,06 - javascript,1
36000.0,06 - javascript,1
40500.0,06 - javascript,1
49500.0,06 - javascript,1
19500.0,06 - javascript,1
36000.0,06 - javascript,1
34500.0,06 - javascript,1
39000.0,06 - javascript,1
54000.0,06 - javascript,1
22500.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
21000.0,06 - javascript,1
37500.0,06 - javascript,1
35000.0,06 - javascript,1
37500.0,06 - javascript,1
32000.0,06 - javascript,1
44000.0,06 - javascript,1
55000.0,06 - javascript,1
30000.0,06 - javascript,1
45000.0,06 - javascript,1
47000.0,06 - javascript,1
24000.0,06 - javascript,1
33500.0,06 - javascript,1
38000.0,06 - javascript,1
34500.0,06 - javascript,1
26500.0,06 - javascript,1
43500.0,06 - javascript,1
37500.0,06 - javascript,1
22500.0,06 - javascript,1
62000.0,06 - javascript,1
62000.0,06 - javascript,1
39500.0,06 - javascript,1
39000.0,06 - javascript,1
30000.0,06 - javascript,1
21000.0,06 - javascript,1
26000.0,06 - javascript,1
36600.0,06 - javascript,1
24000.0,06 - javascript,1
33000.0,06 - javascript,1
21000.0,06 - javascript,1
36500.0,06 - javascript,1
59000.0,06 - javascript,1
29000.0,06 - javascript,1
18000.0,06 - javascript,1
25500.0,06 - javascript,1
36500.0,06 - javascript,1
30500.0,06 - javascript,1
36500.0,06 - javascript,1
33000.0,06 - javascript,1
27000.0,06 - javascript,1
32500.0,06 - javascript,1
39500.0,06 - javascript,1
39000.0,06 - javascript,1
20500.0,06 - javascript,1
21500.0,06 - javascript,1
19000.0,06 - javascript,1
27500.0,06 - javascript,1
31500.0,06 - javascript,1
27000.0,06 - javascript,1
41000.0,06 - javascript,1
26500.0,06 - javascript,1
31000.0,06 - javascript,1
38000.0,06 - javascript,1
27500.0,06 - javascript,1
39000.0,06 - javascript,1
35000.0,06 - javascript,1
37500.0,06 - javascript,1
30000.0,06 - javascript,1
25000.0,06 - javascript,1
21000.0,06 - javascript,1
29500.0,06 - javascript,1
40000.0,06 - javascript,1
21500.0,06 - javascript,1
42500.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
42000.0,06 - javascript,1
37500.0,06 - javascript,1
30000.0,06 - javascript,1
27000.0,06 - javascript,1
44500.0,06 - javascript,1
38000.0,06 - javascript,1
27000.0,06 - javascript,1
28500.0,06 - javascript,1
36500.0,06 - javascript,1
40000.0,06 - javascript,1
34500.0,06 - javascript,1
34500.0,06 - javascript,1
17000.0,06 - javascript,1
31500.0,06 - javascript,1
33000.0,06 - javascript,1
36500.0,06 - javascript,1
33000.0,06 - javascript,1
29500.0,06 - javascript,1
40000.0,06 - javascript,1
29000.0,06 - javascript,1
35000.0,06 - javascript,1
33500.0,06 - javascript,1
39000.0,06 - javascript,1
31000.0,06 - javascript,1
31500.0,06 - javascript,1
34500.0,06 - javascript,1
33000.0,06 - javascript,1
31500.0,06 - javascript,1
21000.0,06 - javascript,1
28500.0,06 - javascript,1
26000.0,06 - javascript,1
29000.0,06 - javascript,1
50000.0,06 - javascript,1
34000.0,06 - javascript,1
45000.0,06 - javascript,1
33000.0,06 - javascript,1
43000.0,06 - javascript,1
33000.0,06 - javascript,1
52500.0,06 - javascript,1
51000.0,06 - javascript,1
25500.0,06 - javascript,1
19000.0,06 - javascript,1
27500.0,06 - javascript,1
39500.0,06 - javascript,1
25000.0,06 - javascript,1
35000.0,06 - javascript,1
35000.0,06 - javascript,1
30000.0,06 - javascript,1
28500.0,06 - javascript,1
26000.0,06 - javascript,1
31300.0,06 - javascript,1
39500.0,06 - javascript,1
65000.0,06 - javascript,1
23000.0,06 - javascript,1
65000.0,06 - javascript,1
27000.0,06 - javascript,1
19000.0,06 - javascript,1
55000.0,06 - javascript,1
20000.0,06 - javascript,1
28000.0,06 - javascript,1
35000.0,06 - javascript,1
20000.0,06 - javascript,1
39000.0,06 - javascript,1
21600.0,06 - javascript,1
34000.0,06 - javascript,1
35000.0,06 - javascript,1
13000.0,06 - javascript,1
45000.0,06 - javascript,1
27499.5,06 - javascript,1
57000.0,06 - javascript,1
57000.0,06 - javascript,1
23000.0,06 - javascript,1
27500.0,06 - javascript,1
37500.0,06 - javascript,1
22500.0,06 - javascript,1
35000.0,06 - javascript,1
28500.0,06 - javascript,1
50000.0,06 - javascript,1
50000.0,06 - javascript,1
27000.0,06 - javascript,1
30000.0,06 - javascript,1
27500.0,06 - javascript,1
21000.0,06 - javascript,1
22500.0,06 - javascript,1
10500.0,06 - javascript,1
35000.0,06 - javascript,1
39000.0,06 - javascript,1
30000.0,06 - javascript,1
35000.0,06 - javascript,1
29000.0,06 - javascript,1
65000.0,06 - javascript,1
39600.0,06 - javascript,1
27000.0,06 - javascript,1
40000.0,06 - javascript,1
55000.0,06 - javascript,1
40000.0,06 - javascript,1
