lng,lat
-2.7751137,43.208637
2.168568,41.3873974
-2.6808403,43.311373
-4.724532099999999,41.652251
-3.4754967,40.4567552
-3.74922,40.46366700000001
-6.371453,39.4751126
-4.4212655,36.721261
-6.371453,39.4751126
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
-0.4431618,39.5037093
-8.7207268,42.24059889999999
2.168568,41.3873974
-4.7793835,37.8881751
-3.7037902,40.4167754
1.9177343,41.4777114
-3.7037902,40.4167754
-3.8757916,40.4935329
-1.1306544,37.9922399
2.168568,41.3873974
-3.74922,40.46366700000001
-3.5984368,37.1774605
-3.7037902,40.4167754
-1.6457745,42.812526
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-5.9844589,37.3890924
-8.232594299999999,43.3089681
1.8745219,41.86345619999999
-5.9844589,37.3890924
-2.9349852,43.2630126
-3.7037902,40.4167754
2.168568,41.3873974
2.1255553,41.5136208
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.6983868,43.2204286
-5.9844589,37.3890924
1.1055321,41.1498259
-3.4754967,40.4567552
-0.4431618,39.5037093
-0.3762881,39.4699075
1.9177343,41.4777114
-3.6040527,40.0305018
-3.7037902,40.4167754
-0.3436568,38.6898271
-0.7532808999999999,39.4840108
2.168568,41.3873974
2.168568,41.3873974
-4.397635699999999,41.83568210000001
-5.6418214,37.471274
-3.74922,40.46366700000001
-1.9812313,43.318334
-1.9812313,43.318334
-3.74922,40.46366700000001
2.2936357,41.6226714
2.168568,41.3873974
1.6391874,41.57027830000001
-4.724532099999999,41.652251
-5.9844589,37.3890924
-3.74922,40.46366700000001
-5.5718779,42.59836110000001
-3.7037902,40.4167754
-2.9349852,43.2630126
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-0.3762881,39.4699075
-3.7037902,40.4167754
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
2.6059038,42.2110575
-4.724532099999999,41.652251
-0.7532808999999999,39.4840108
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-2.2667322,43.1825979
-3.7037902,40.4167754
1.9177343,41.4777114
-3.5984368,37.1774605
-1.9812313,43.318334
-6.365157,38.9394272
2.168568,41.3873974
-3.7323934,40.3082504
-3.74922,40.46366700000001
-8.2193451,43.48964600000001
-3.7323934,40.3082504
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-4.7277528,37.5442706
2.168568,41.3873974
-1.9812313,43.318334
2.168568,41.3873974
-3.3688023,40.4843898
-3.7037902,40.4167754
-3.7079745,40.600727
-3.4754967,40.4567552
-3.5318722,40.4256038
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.3460091,39.5434721
-3.637224499999999,40.5372512
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
2.0865154,41.4720702
2.168568,41.3873974
2.168568,41.3873974
-3.74922,40.46366700000001
2.168568,41.3873974
-4.4212655,36.721261
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.0934902,41.3245953
1.5521598,41.25331389999999
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.3762881,39.4699075
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.0538639,43.3093399
-3.7037902,40.4167754
2.168568,41.3873974
-8.5441729,42.8768606
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-0.8890853,41.6488226
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.1804146,41.5839461
-3.7037902,40.4167754
-15.4362574,28.1235459
-4.4212655,36.721261
2.168568,41.3873974
1.5208624,41.5911589
-3.7037902,40.4167754
-3.637224499999999,40.5372512
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
2.6501603,39.5696005
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-3.7037902,40.4167754
-3.7686545,40.3319506
2.0934902,41.3245953
2.168568,41.3873974
-0.4431618,39.5037093
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-0.6012514999999999,39.3582396
-3.7037902,40.4167754
-3.74922,40.46366700000001
1.9177343,41.4777114
-3.7037902,40.4167754
-3.74922,40.46366700000001
-2.9349852,43.2630126
-3.74922,40.46366700000001
2.1804146,41.5839461
-0.9056623,41.5976275
-3.7037902,40.4167754
2.168568,41.3873974
-5.9844589,37.3890924
2.1164942,41.3661865
-3.74922,40.46366700000001
-3.5984368,37.1774605
-3.7037902,40.4167754
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
2.168568,41.3873974
-2.8677093,43.2892084
-3.7079745,40.600727
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.5984368,37.1774605
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
15.2551187,54.5259614
-3.7037902,40.4167754
-1.9812313,43.318334
-8.7207268,42.24059889999999
-3.7079745,40.600727
2.168568,41.3873974
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7037902,40.4167754
2.168568,41.3873974
-1.2493976,38.0525656
-3.7037902,40.4167754
-3.74922,40.46366700000001
-2.9349852,43.2630126
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-4.4212655,36.721261
-3.7037902,40.4167754
-1.9812313,43.318334
2.168568,41.3873974
-3.7037902,40.4167754
2.168568,41.3873974
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
2.168568,41.3873974
-0.9056623,41.5976275
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.8887699,40.4122794
-2.9349852,43.2630126
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.168568,41.3873974
-3.5984368,37.1774605
-3.74922,40.46366700000001
-0.9892242,37.6156944
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
2.0865154,41.4720702
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-5.9844589,37.3890924
-5.9844589,37.3890924
-0.902959,38.1124589
-3.7037902,40.4167754
-7.9093357,42.7481208
-3.74922,40.46366700000001
-5.9844589,37.3890924
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.168568,41.3873974
-3.74922,40.46366700000001
2.168568,41.3873974
-3.5724118,40.0097043
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-2.9862029,43.2969875
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-2.733068,43.2204692
-3.7037902,40.4167754
-5.6611195,43.5322015
2.168568,41.3873974
-5.8593267,43.3613953
2.168568,41.3873974
-3.7037902,40.4167754
1.2444909,41.1188827
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
1.9177343,41.4777114
-1.6760691,42.6953909
2.168568,41.3873974
-3.7037902,40.4167754
2.168568,41.3873974
-3.6040527,40.0305018
-2.9739787,43.30416049999999
2.168568,41.3873974
2.6501603,39.5696005
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.4431618,39.5037093
-3.74922,40.46366700000001
2.168568,41.3873974
-0.7532808999999999,39.4840108
-1.1306544,37.9922399
-3.7037902,40.4167754
2.168568,41.3873974
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.168568,41.3873974
-5.9844589,37.3890924
-0.3762881,39.4699075
-8.7207268,42.24059889999999
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-2.4902081,43.0648865
-4.4212655,36.721261
2.9581046,42.26550659999999
-3.6865844,40.4615174
-3.7037902,40.4167754
-0.8890853,41.6488226
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
2.168568,41.3873974
2.2450325,41.4469883
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.7037902,40.4167754
2.0054917,41.56314820000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-2.4902081,43.0648865
-4.4212655,36.721261
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-3.74922,40.46366700000001
2.168568,41.3873974
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-4.4212655,36.721261
1.2444909,41.1188827
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7038322,40.4167515
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.6732421,42.8531869
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-1.9812313,43.318334
-4.397635699999999,41.83568210000001
-0.4431618,39.5037093
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
2.168568,41.3873974
-0.7532808999999999,39.4840108
-1.1306544,37.9922399
-3.7037902,40.4167754
2.0865154,41.4720702
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
1.2444909,41.1188827
2.168568,41.3873974
2.168568,41.3873974
-3.7038322,40.4167515
-3.7037902,40.4167754
-1.1306544,37.9922399
-3.74922,40.46366700000001
2.168568,41.3873974
-4.4212655,36.721261
-3.637224499999999,40.5372512
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.4637136,36.834047
-5.8485461,43.3622522
2.1396748,41.4900419
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.0865154,41.4720702
-3.74922,40.46366700000001
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-4.724532099999999,41.652251
-2.6983868,43.2204286
-3.4754967,40.4567552
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-8.4115401,43.3623436
2.168568,41.3873974
1.5208624,41.5911589
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7079745,40.600727
2.168568,41.3873974
-2.4231658,43.12591949999999
2.8026192,41.9010061
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
-4.4212655,36.721261
-3.74922,40.46366700000001
-4.0273067,39.8628296
2.168568,41.3873974
-3.8887699,40.4122794
2.168568,41.3873974
-3.7037902,40.4167754
-3.7038322,40.4167515
-3.2680616,40.5648765
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-2.4449852,42.4627195
-3.4754967,40.4567552
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7038322,40.4167515
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
2.8214264,41.9794005
15.2551187,54.5259614
-3.7037902,40.4167754
-4.0273067,39.8628296
-3.7037902,40.4167754
-5.6611195,43.5322015
-4.4212655,36.721261
-3.7037902,40.4167754
-5.9844589,37.3890924
2.168568,41.3873974
-3.7037902,40.4167754
2.168568,41.3873974
-4.4212655,36.721261
-3.7038322,40.4167515
-0.7532808999999999,39.4840108
-3.5357334,40.3519065
-5.9844589,37.3890924
-3.6369803,38.09690980000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.2450325,41.4469883
2.168568,41.3873974
-3.637224499999999,40.5372512
-3.74922,40.46366700000001
-3.5984368,37.1774605
-8.4115401,43.3623436
-3.7037902,40.4167754
-3.7037902,40.4167754
2.0865154,41.4720702
-5.6611195,43.5322015
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-2.9349852,43.2630126
2.0054917,41.56314820000001
2.168568,41.3873974
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
-1.860173,38.9942576
-5.9844589,37.3890924
-8.4115401,43.3623436
2.168568,41.3873974
-2.2236667,43.0756299
-3.7037902,40.4167754
-3.9024482,43.4425958
-1.9812313,43.318334
-3.7037902,40.4167754
-4.637286599999999,37.5877237
2.168568,41.3873974
-2.4902081,43.0648865
2.168568,41.3873974
-2.733068,43.2204692
-3.7037902,40.4167754
-2.9349852,43.2630126
-0.3762881,39.4699075
-3.7037902,40.4167754
-2.4637136,36.834047
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-5.8593267,43.3613953
-8.6177291,42.1608459
-2.9862029,43.2969875
-3.4754967,40.4567552
-3.74922,40.46366700000001
-4.724532099999999,41.652251
-5.5718779,42.59836110000001
-3.7686545,40.3319506
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
2.2450325,41.4469883
-2.6983868,43.2204286
-3.7037902,40.4167754
2.168568,41.3873974
-3.7038322,40.4167515
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
