lng,lat
-2.2236667,43.0756299
-3.7037902,40.4167754
-3.74922,40.46366700000001
-8.7207268,42.24059889999999
-4.4212655,36.721261
-3.5984368,37.1774605
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.8890853,41.6488226
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-4.4212655,36.721261
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-2.4128202,43.2157113
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7079745,40.600727
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.5984368,37.1774605
-3.74922,40.46366700000001
-5.9246653,43.5579523
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
-1.6760691,42.6953909
2.168568,41.3873974
-2.8677093,43.2892084
2.0865154,41.4720702
-3.74922,40.46366700000001
-3.5984368,37.1774605
2.6501603,39.5696005
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-5.6611195,43.5322015
-0.413208,39.29276530000001
-1.6457745,42.812526
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
-3.7037902,40.4167754
2.1804146,41.5839461
-5.456233,36.1407591
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-2.6983868,43.2204286
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-1.1306544,37.9922399
-3.7037902,40.4167754
-3.7037902,40.4167754
2.027319,41.5434349
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-3.7037902,40.4167754
-0.8890853,41.6488226
-3.7037902,40.4167754
0.6200205999999999,41.61772209999999
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-3.7037902,40.4167754
-4.4212655,36.721261
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-5.9844589,37.3890924
-3.74922,40.46366700000001
2.168568,41.3873974
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.7037902,40.4167754
2.1164942,41.3661865
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7323934,40.3082504
-3.7037902,40.4167754
-3.7037902,40.4167754
-8.4115401,43.3623436
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
2.168568,41.3873974
-3.7686545,40.3319506
-3.74922,40.46366700000001
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.3762881,39.4699075
2.168568,41.3873974
-3.5357334,40.3519065
-3.7037902,40.4167754
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-2.4902081,43.0648865
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-1.860173,38.9942576
-2.9349852,43.2630126
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-5.9844589,37.3890924
-3.7037902,40.4167754
-4.8620841,43.4245412
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-2.9349852,43.2630126
15.2551187,54.5259614
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.4447406,41.5381124
2.168568,41.3873974
2.168568,41.3873974
-5.9844589,37.3890924
-3.74922,40.46366700000001
-3.8226402,43.4636346
-3.74922,40.46366700000001
2.168568,41.3873974
2.1577616,41.55661449999999
-3.7037902,40.4167754
-4.4212655,36.721261
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-5.9844589,37.3890924
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.5984368,37.1774605
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-1.9812313,43.318334
-5.663539699999999,40.9701039
2.168568,41.3873974
-3.7037902,40.4167754
-0.3762881,39.4699075
-0.4906855,38.3459963
-3.74922,40.46366700000001
2.168568,41.3873974
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7079745,40.600727
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.5984368,37.1774605
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.9615348,40.4898209
-0.3460091,39.5434721
-3.7037902,40.4167754
-0.4906855,38.3459963
2.168568,41.3873974
-0.4431618,39.5037093
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7323934,40.3082504
2.168568,41.3873974
-3.74922,40.46366700000001
2.168568,41.3873974
-4.4212655,36.721261
-4.4212655,36.721261
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.637224499999999,40.5372512
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-8.4115401,43.3623436
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-1.860173,38.9942576
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.5984368,37.1774605
-5.9844589,37.3890924
-8.4115401,43.3623436
2.168568,41.3873974
-0.4906855,38.3459963
-3.8226402,43.4636346
2.168568,41.3873974
-5.8485461,43.3622522
-3.7038322,40.4167515
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-0.7532808999999999,39.4840108
-3.74922,40.46366700000001
-8.4115401,43.3623436
-2.4637136,36.834047
-4.4212655,36.721261
2.168568,41.3873974
-2.8677093,43.2892084
2.168568,41.3873974
-5.663539699999999,40.9701039
-4.7793835,37.8881751
-3.7037902,40.4167754
2.168568,41.3873974
-2.8677093,43.2892084
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-2.6983868,43.2204286
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-4.4212655,36.721261
-5.876728399999999,39.458293
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
2.168568,41.3873974
2.168568,41.3873974
-3.637224499999999,40.5372512
2.0865154,41.4720702
-8.6177291,42.1608459
-3.7037902,40.4167754
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
2.168568,41.3873974
-3.74922,40.46366700000001
2.1255553,41.5136208
-3.7037902,40.4167754
2.168568,41.3873974
-3.7079745,40.600727
-4.7277528,37.5442706
2.2288957,41.5636447
-3.7037902,40.4167754
-3.74922,40.46366700000001
2.168568,41.3873974
-5.8593267,43.3613953
-0.4431618,39.5037093
-3.74922,40.46366700000001
2.168568,41.3873974
-3.7037902,40.4167754
-3.7037902,40.4167754
-4.397635699999999,41.83568210000001
2.168568,41.3873974
-3.74922,40.46366700000001
-0.4906855,38.3459963
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.7037902,40.4167754
-2.9349852,43.2630126
-3.7037902,40.4167754
2.168568,41.3873974
-3.637224499999999,40.5372512
2.168568,41.3873974
-3.7038322,40.4167515
-2.6983868,43.2204286
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.7037902,40.4167754
-3.74922,40.46366700000001
-3.8074152,40.4475272
-3.74922,40.46366700000001
-3.74922,40.46366700000001
-4.4212655,36.721261
-0.7532808999999999,39.4840108
-4.0273067,39.8628296
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
2.168568,41.3873974
2.168568,41.3873974
-3.7037902,40.4167754
-4.4212655,36.721261
-3.7037902,40.4167754
2.168568,41.3873974
2.2450325,41.4469883
-2.256885,43.2988236
-1.1306544,37.9922399
-3.7037902,40.4167754
2.168568,41.3873974
-3.7037902,40.4167754
2.168568,41.3873974
-0.7532808999999999,39.4840108
2.168568,41.3873974
-3.7037902,40.4167754
-6.2804565,36.5210142
-2.9594349,43.3775281
2.1164942,41.3661865
-8.6177291,42.1608459
-3.5984368,37.1774605
-3.7037902,40.4167754
2.168568,41.3873974
2.2113698,41.542551
-2.9349852,43.2630126
1.8995445,41.4500186
2.168568,41.3873974
-3.8757916,40.4935329
-4.7793835,37.8881751
-2.8467037,43.3544186
-0.7532808999999999,39.4840108
1.2444909,41.1188827
-3.5318722,40.4256038
-8.1338558,42.5750554
-3.4754967,40.4567552
-3.4479063,40.3064463
-3.5318722,40.4256038
2.8214264,41.9794005
-2.6983868,42.9099989
-0.4431618,39.5037093
-3.7037902,40.4167754
-0.7532808999999999,39.4840108
-3.2296118,42.8501953
-3.7079745,40.600727
2.168568,41.3873974
-3.7037902,40.4167754
2.4447406,41.5381124
-3.7037902,40.4167754
-2.9349852,43.2630126
-1.1173154,41.5820467
-2.9349852,43.2630126
2.2870889,41.60619270000001
-5.9844589,37.3890924
-2.4637136,36.834047
-3.7037902,40.4167754
-3.7038322,40.4167515
-3.7037902,40.4167754
-6.411728999999999,43.3343326
-3.7037902,40.4167754
-0.4431618,39.5037093
-3.7037902,40.4167754
-2.9349852,43.2630126
2.2544335,41.9304373
-4.4212655,36.721261
2.2113698,41.542551
-3.9699874,37.7182399
-7.4043413,37.2141237
2.168568,41.3873974
-3.5318722,40.4256038
-3.7038322,40.4167515
-0.7901334,41.8685433
-5.9292131,36.4619644
2.168568,41.3873974
2.181871000000001,41.4931546
-3.7037902,40.4167754
-1.860173,38.9942576
-6.2804565,36.5210142
-3.7037902,40.4167754
2.168568,41.3873974
-2.9862029,43.2969875
-4.7793835,37.8881751
-1.9288572,40.43241829999999
-3.7037902,40.4167754
-1.1306544,37.9922399
-3.7079745,40.600727
-3.637224499999999,40.5372512
-3.7079745,40.600727
-3.7037902,40.4167754
-5.6611195,43.5322015
-3.6141819,39.0699215
-2.8467037,43.3544186
2.168568,41.3873974
-4.724532099999999,41.652251
-0.8890853,41.6488226
-8.7207268,42.24059889999999
-0.44552,39.3768239
-0.7532808999999999,39.4840108
-0.7125608,38.2699329
-3.689354499999999,42.3504659
2.168568,41.3873974
-3.7079745,40.600727
-3.7037902,40.4167754
-0.8890853,41.6488226
-2.9349852,43.2630126
-1.6457745,42.812526
2.168568,41.3873974
-1.9812313,43.318334
-3.4754967,40.4567552
-3.7037902,40.4167754
2.0865154,41.4720702
-3.7037902,40.4167754
-3.4754967,40.4567552
-5.0123953,42.4618276
-3.2680616,40.5648765
-3.6040527,40.0305018
2.168568,41.3873974
-3.7037902,40.4167754
-1.6432837,42.8337593
-15.4362574,28.1235459
-3.7037902,40.4167754
-2.2236667,43.0756299
2.1396748,41.4900419
-3.4479063,40.3064463
1.2444909,41.1188827
-3.7037902,40.4167754
-3.7079745,40.600727
1.9972813,41.4213871
-3.8226402,43.4636346
-3.7037902,40.4167754
2.1821487,41.5353285
2.168568,41.3873974
-0.7532808999999999,39.4840108
2.1396748,41.4900419
